date,S,K,T,type,price,se
2023-01-18,3349.400000,4019.280000,0.493151,C,50.533486,0.366483
2023-01-18,3349.400000,4019.280000,0.493151,P,622.417877,0.184256
2023-01-19,3353.110000,2682.488000,0.082192,C,681.650183,0.032229
2023-01-19,3353.110000,2682.488000,0.082192,P,0.009892,0.001975
2023-01-19,3353.110000,3017.799000,0.082192,C,351.710432,0.080145
2023-01-19,3353.110000,3017.799000,0.082192,P,4.005978,0.051292
2023-01-19,3353.110000,3353.110000,0.082192,C,94.238617,0.223724
2023-01-19,3353.110000,3353.110000,0.082192,P,80.470001,0.193872
2023-01-19,3353.110000,3688.421000,0.082192,C,8.456303,0.087524
2023-01-19,3353.110000,3688.421000,0.082192,P,328.623523,0.060165
2023-01-19,3353.110000,4023.732000,0.082192,C,0.214764,0.012474
2023-01-19,3353.110000,4023.732000,0.082192,P,654.317821,0.029349
2023-01-19,3353.110000,2682.488000,0.246575,C,705.810726,0.131725
2023-01-19,3353.110000,2682.488000,0.246575,P,2.269260,0.045290
2023-01-19,3353.110000,3017.799000,0.246575,C,399.899739,0.270470
2023-01-19,3353.110000,3017.799000,0.246575,P,27.560680,0.176477
2023-01-19,3353.110000,3353.110000,0.246575,C,171.793311,0.407069
2023-01-19,3353.110000,3353.110000,0.246575,P,130.656660,0.317434
2023-01-19,3353.110000,3688.421000,0.246575,C,53.345252,0.296166
2023-01-19,3353.110000,3688.421000,0.246575,P,343.411009,0.202396
2023-01-19,3353.110000,4023.732000,0.246575,C,11.985865,0.143630
2023-01-19,3353.110000,4023.732000,0.246575,P,633.254030,0.076482
2023-01-19,3353.110000,2682.488000,0.493151,C,748.417131,0.312699
2023-01-19,3353.110000,2682.488000,0.493151,P,12.359656,0.129197
2023-01-19,3353.110000,3017.799000,0.493151,C,467.915287,0.480894
2023-01-19,3353.110000,3017.799000,0.493151,P,59.001971,0.292857
2023-01-19,3353.110000,3353.110000,0.493151,C,254.578661,0.603392
2023-01-19,3353.110000,3353.110000,0.493151,P,172.809503,0.423899
2023-01-19,3353.110000,3688.421000,0.493151,C,120.158610,0.524465
2023-01-19,3353.110000,3688.421000,0.493151,P,365.533610,0.338239
2023-01-19,3353.110000,4023.732000,0.493151,C,49.649200,0.362056
2023-01-19,3353.110000,4023.732000,0.493151,P,622.168359,0.182260
2023-01-23,3349.950000,2679.960000,0.082192,C,681.007920,0.032243
2023-01-23,3349.950000,2679.960000,0.082192,P,0.009991,0.001984
2023-01-23,3349.950000,3014.955000,0.082192,C,351.392213,0.080219
2023-01-23,3349.950000,3014.955000,0.082192,P,4.015417,0.051349
2023-01-23,3349.950000,3349.950000,0.082192,C,94.206333,0.223670
2023-01-23,3349.950000,3349.950000,0.082192,P,80.450670,0.193807
2023-01-23,3349.950000,3684.945000,0.082192,C,8.470762,0.087592
2023-01-23,3349.950000,3684.945000,0.082192,P,328.336232,0.060212
2023-01-23,3349.950000,4019.940000,0.082192,C,0.215994,0.012512
2023-01-23,3349.950000,4019.940000,0.082192,P,653.702597,0.029350
2023-01-23,3349.950000,2679.960000,0.246575,C,705.155699,0.131844
2023-01-23,3349.950000,2679.960000,0.246575,P,2.277191,0.045368
2023-01-23,3349.950000,3014.955000,0.246575,C,399.576815,0.270559
2023-01-23,3349.950000,3014.955000,0.246575,P,27.588587,0.176530
2023-01-23,3349.950000,3349.950000,0.246575,C,171.728453,0.406984
2023-01-23,3349.950000,3349.950000,0.246575,P,130.630504,0.317317
2023-01-23,3349.950000,3684.945000,0.246575,C,53.373265,0.296203
2023-01-23,3349.950000,3684.945000,0.246575,P,343.165596,0.202399
2023-01-23,3349.950000,4019.940000,0.246575,C,12.009057,0.143764
2023-01-23,3349.950000,4019.940000,0.246575,P,632.691667,0.076527
2023-01-23,3349.950000,2679.960000,0.493151,C,747.748899,0.312898
2023-01-23,3349.950000,2679.960000,0.493151,P,12.384962,0.129312
2023-01-23,3349.950000,3014.955000,0.493151,C,467.567907,0.480972
2023-01-23,3349.950000,3014.955000,0.493151,P,59.039825,0.292872
2023-01-23,3349.950000,3349.950000,0.493151,C,254.474149,0.603288
2023-01-23,3349.950000,3349.950000,0.493151,P,172.781922,0.423732
2023-01-23,3349.950000,3684.945000,0.493151,C,120.175720,0.524439
2023-01-23,3349.950000,3684.945000,0.493151,P,365.319348,0.338150
2023-01-23,3349.950000,4019.940000,0.493151,C,49.694777,0.362190
2023-01-23,3349.950000,4019.940000,0.493151,P,621.674260,0.182305
2023-01-24,3364.000000,2691.200000,0.082192,C,683.863405,0.032122
2023-01-24,3364.000000,2691.200000,0.082192,P,0.009434,0.001930
2023-01-24,3364.000000,3027.600000,0.082192,C,352.790529,0.079703
2023-01-24,3364.000000,3027.600000,0.082192,P,3.956928,0.050963
2023-01-24,3364.000000,3364.000000,0.082192,C,94.277694,0.223714
2023-01-24,3364.000000,3364.000000,0.082192,P,80.464464,0.193947
2023-01-24,3364.000000,3700.400000,0.082192,C,8.378224,0.087096
2023-01-24,3364.000000,3700.400000,0.082192,P,329.585366,0.059867
2023-01-24,3364.000000,4036.800000,0.082192,C,0.208757,0.012285
2023-01-24,3364.000000,4036.800000,0.082192,P,656.436269,0.029308
2023-01-24,3364.000000,2691.200000,0.246575,C,708.055595,0.131006
2023-01-24,3364.000000,2691.200000,0.246575,P,2.229524,0.044868
2023-01-24,3364.000000,3027.600000,0.246575,C,400.944257,0.269726
2023-01-24,3364.000000,3027.600000,0.246575,P,27.396250,0.176015
2023-01-24,3364.000000,3364.000000,0.246575,C,171.892909,0.406979
2023-01-24,3364.000000,3364.000000,0.246575,P,130.622966,0.317601
2023-01-24,3364.000000,3700.400000,0.246575,C,53.149150,0.295635
2023-01-24,3364.000000,3700.400000,0.246575,P,344.157271,0.202139
2023-01-24,3364.000000,4036.800000,0.246575,C,11.862644,0.142823
2023-01-24,3364.000000,4036.800000,0.246575,P,635.148830,0.076181
2023-01-24,3364.000000,2691.200000,0.493151,C,750.673465,0.311385
2023-01-24,3364.000000,2691.200000,0.493151,P,12.226082,0.128498
2023-01-24,3364.000000,3027.600000,0.493151,C,468.993481,0.479945
2023-01-24,3364.000000,3027.600000,0.493151,P,58.752733,0.292435
2023-01-24,3364.000000,3364.000000,0.493151,C,254.765953,0.603155
2023-01-24,3364.000000,3364.000000,0.493151,P,172.731839,0.424175
2023-01-24,3364.000000,3700.400000,0.493151,C,119.933388,0.523956
2023-01-24,3364.000000,3700.400000,0.493151,P,366.105909,0.338253
2023-01-24,3364.000000,4036.800000,0.493151,C,49.374961,0.360988
2023-01-24,3364.000000,4036.800000,0.493151,P,623.754117,0.181828
2023-01-25,3356.620000,2685.296000,0.082192,C,682.344321,0.014047
2023-01-25,3356.620000,2685.296000,0.082192,P,0.000000,0.000000
2023-01-25,3356.620000,3020.958000,0.082192,C,348.303031,0.020470
2023-01-25,3356.620000,3020.958000,0.082192,P,0.244107,0.009441
2023-01-25,3356.620000,3356.620000,0.082192,C,65.079704,0.144710
2023-01-25,3356.620000,3356.620000,0.082192,P,51.306179,0.131526
2023-01-25,3356.620000,3692.282000,0.082192,C,0.959011,0.022205
2023-01-25,3356.620000,3692.282000,0.082192,P,321.470883,0.016641
2023-01-25,3356.620000,4027.944000,0.082192,C,0.000285,0.000172
2023-01-25,3356.620000,4027.944000,0.082192,P,654.797555,0.014038
2023-01-25,3356.620000,2685.296000,0.246575,C,704.296297,0.043628
2023-01-25,3356.620000,2685.296000,0.246575,P,0.046692,0.004671
2023-01-25,3356.620000,3020.958000,0.246575,C,378.646627,0.106230
2023-01-25,3356.620000,3020.958000,0.246575,P,5.946128,0.067137
2023-01-25,3356.620000,3356.620000,0.246575,C,121.833381,0.257446
2023-01-25,3356.620000,3356.620000,0.246575,P,80.681989,0.217774
2023-01-25,3356.620000,3692.282000,0.246575,C,17.853683,0.138080
2023-01-25,3356.620000,3692.282000,0.246575,P,308.251398,0.098240
2023-01-25,3356.620000,4027.944000,0.246575,C,1.087835,0.031908
2023-01-25,3356.620000,4027.944000,0.246575,P,623.034657,0.034886
2023-01-25,3356.620000,2685.296000,0.493151,C,737.791711,0.103952
2023-01-25,3356.620000,2685.296000,0.493151,P,1.019803,0.028459
2023-01-25,3356.620000,3020.958000,0.493151,C,427.101927,0.219616
2023-01-25,3356.620000,3020.958000,0.493151,P,17.816628,0.137539
2023-01-25,3356.620000,3356.620000,0.493151,C,185.067680,0.372727
2023-01-25,3356.620000,3356.620000,0.493151,P,103.268990,0.293072
2023-01-25,3356.620000,3692.282000,0.493151,C,55.929014,0.289674
2023-01-25,3356.620000,3692.282000,0.493151,P,301.616934,0.206897
2023-01-25,3356.620000,4027.944000,0.493151,C,11.662779,0.136430
2023-01-25,3356.620000,4027.944000,0.493151,P,584.837309,0.074439
2023-01-26,3357.390000,2685.912000,0.082192,C,682.494701,0.002537
2023-01-26,3357.390000,2685.912000,0.082192,P,0.000000,0.000000
2023-01-26,3357.390000,3021.651000,0.082192,C,348.132619,0.002537
2023-01-26,3357.390000,3021.651000,0.082192,P,0.000000,0.000000
2023-01-26,3357.390000,3357.390000,0.082192,C,32.116167,0.058142
2023-01-26,3357.390000,3357.390000,0.082192,P,18.345630,0.055739
2023-01-26,3357.390000,3693.129000,0.082192,C,0.000000,0.000000
2023-01-26,3357.390000,3693.129000,0.082192,P,320.591545,0.002537
2023-01-26,3357.390000,4028.868000,0.082192,C,0.000000,0.000000
2023-01-26,3357.390000,4028.868000,0.082192,P,654.953627,0.002537
2023-01-26,3357.390000,2685.912000,0.246575,C,704.392759,0.007610
2023-01-26,3357.390000,2685.912000,0.246575,P,0.000000,0.000000
2023-01-26,3357.390000,3021.651000,0.246575,C,372.769798,0.007715
2023-01-26,3357.390000,3021.651000,0.246575,P,0.002203,0.000652
2023-01-26,3357.390000,3357.390000,0.246575,C,66.177088,0.096585
2023-01-26,3357.390000,3357.390000,0.246575,P,25.034656,0.089270
2023-01-26,3357.390000,3693.129000,0.246575,C,0.153532,0.007118
2023-01-26,3357.390000,3693.129000,0.246575,P,290.636264,0.007753
2023-01-26,3357.390000,4028.868000,0.246575,C,0.000000,0.000000
2023-01-26,3357.390000,4028.868000,0.246575,P,622.107895,0.007610
2023-01-26,3357.390000,2685.912000,0.493151,C,736.904255,0.015219
2023-01-26,3357.390000,2685.912000,0.493151,P,0.000000,0.000000
2023-01-26,3357.390000,3021.651000,0.493151,C,409.417623,0.017647
2023-01-26,3357.390000,3021.651000,0.493151,P,0.075101,0.005061
2023-01-26,3357.390000,3357.390000,0.493151,C,109.293924,0.128805
2023-01-26,3357.390000,3357.390000,0.493151,P,27.513137,0.113989
2023-01-26,3357.390000,3693.129000,0.493151,C,3.940926,0.048232
2023-01-26,3357.390000,3693.129000,0.493151,P,249.721872,0.035917
2023-01-26,3357.390000,4028.868000,0.493151,C,0.007755,0.001781
2023-01-26,3357.390000,4028.868000,0.493151,P,573.350436,0.015064
2023-01-30,3303.460000,2642.768000,0.082192,C,671.534058,0.006837
2023-01-30,3303.460000,2642.768000,0.082192,P,0.000000,0.000000
2023-01-30,3303.460000,2973.114000,0.082192,C,342.545961,0.006986
2023-01-30,3303.460000,2973.114000,0.082192,P,0.003102,0.000778
2023-01-30,3303.460000,3303.460000,0.082192,C,47.236180,0.098115
2023-01-30,3303.460000,3303.460000,0.082192,P,33.684521,0.091682
2023-01-30,3303.460000,3633.806000,0.082192,C,0.037531,0.003234
2023-01-30,3303.460000,3633.806000,0.082192,P,315.477072,0.006638
2023-01-30,3303.460000,3964.152000,0.082192,C,0.000000,0.000000
2023-01-30,3303.460000,3964.152000,0.082192,P,644.430740,0.006837
2023-01-30,3303.460000,2642.768000,0.246575,C,693.084995,0.020512
2023-01-30,3303.460000,2642.768000,0.246575,P,0.000000,0.000000
2023-01-30,3303.460000,2973.114000,0.246575,C,367.512529,0.035147
2023-01-30,3303.460000,2973.114000,0.246575,P,0.725778,0.018367
2023-01-30,3303.460000,3303.460000,0.246575,C,91.278681,0.170833
2023-01-30,3303.460000,3303.460000,0.246575,P,50.790174,0.151407
2023-01-30,3303.460000,3633.806000,0.246575,C,4.507308,0.055793
2023-01-30,3303.460000,3633.806000,0.246575,P,290.317045,0.039544
2023-01-30,3303.460000,3964.152000,0.246575,C,0.027593,0.003730
2023-01-30,3303.460000,3964.152000,0.246575,P,612.135575,0.020041
2023-01-30,3303.460000,2642.768000,0.493151,C,725.102729,0.041773
2023-01-30,3303.460000,2642.768000,0.493151,P,0.021552,0.003093
2023-01-30,3303.460000,2973.114000,0.493151,C,406.589662,0.089180
2023-01-30,3303.460000,2973.114000,0.493151,P,3.808571,0.052116
2023-01-30,3303.460000,3303.460000,0.493151,C,142.694095,0.241262
2023-01-30,3303.460000,3303.460000,0.493151,P,62.213089,0.202110
2023-01-30,3303.460000,3633.806000,0.493151,C,23.574243,0.156149
2023-01-30,3303.460000,3633.806000,0.493151,P,265.393324,0.116329
2023-01-30,3303.460000,3964.152000,0.493151,C,1.643283,0.039372
2023-01-30,3303.460000,3964.152000,0.493151,P,565.762449,0.033555
2023-01-31,3303.270000,2642.616000,0.082192,C,671.495223,0.006442
2023-01-31,3303.270000,2642.616000,0.082192,P,0.000000,0.000000
2023-01-31,3303.270000,2972.943000,0.082192,C,342.524879,0.006536
2023-01-31,3303.270000,2972.943000,0.082192,P,0.001933,0.000584
2023-01-31,3303.270000,3303.270000,0.082192,C,46.068669,0.095063
2023-01-31,3303.270000,3303.270000,0.082192,P,32.518000,0.089001
2023-01-31,3303.270000,3633.597000,0.082192,C,0.025948,0.002614
2023-01-31,3303.270000,3633.597000,0.082192,P,315.447557,0.006274
2023-01-31,3303.270000,3963.924000,0.082192,C,0.000000,0.000000
2023-01-31,3303.270000,3963.924000,0.082192,P,644.393886,0.006442
2023-01-31,3303.270000,2642.616000,0.246575,C,693.044501,0.019326
2023-01-31,3303.270000,2642.616000,0.246575,P,0.000000,0.000000
2023-01-31,3303.270000,2972.943000,0.246575,C,367.342966,0.031679
2023-01-31,3303.270000,2972.943000,0.246575,P,0.577942,0.016011
2023-01-31,3303.270000,3303.270000,0.246575,C,89.302482,0.165173
2023-01-31,3303.270000,3303.270000,0.246575,P,48.816936,0.146858
2023-01-31,3303.270000,3633.597000,0.246575,C,3.910597,0.050957
2023-01-31,3303.270000,3633.597000,0.246575,P,289.704528,0.036106
2023-01-31,3303.270000,3963.924000,0.246575,C,0.018096,0.002950
2023-01-31,3303.270000,3963.924000,0.246575,P,612.091504,0.018993
2023-01-31,3303.270000,2642.616000,0.493151,C,725.052144,0.039159
2023-01-31,3303.270000,2642.616000,0.493151,P,0.013929,0.002425
2023-01-31,3303.270000,2972.943000,0.493151,C,405.998892,0.081743
2023-01-31,3303.270000,2972.943000,0.493151,P,3.242226,0.047163
2023-01-31,3303.270000,3303.270000,0.493151,C,139.993001,0.232691
2023-01-31,3303.270000,3303.270000,0.493151,P,59.517884,0.195766
2023-01-31,3303.270000,3633.597000,0.493151,C,21.688779,0.147458
2023-01-31,3303.270000,3633.597000,0.493151,P,263.495211,0.110055
2023-01-31,3303.270000,3963.924000,0.493151,C,1.330474,0.034594
2023-01-31,3303.270000,3963.924000,0.493151,P,565.418455,0.031910
2023-02-01,3347.920000,2678.336000,0.082192,C,680.573061,0.008960
2023-02-01,3347.920000,2678.336000,0.082192,P,0.000000,0.000000
2023-02-01,3347.920000,3013.128000,0.082192,C,347.174922,0.009781
2023-02-01,3347.920000,3013.128000,0.082192,P,0.020827,0.002269
2023-02-01,3347.920000,3347.920000,0.082192,C,53.399698,0.113922
2023-02-01,3347.920000,3347.920000,0.082192,P,39.664568,0.105502
2023-02-01,3347.920000,3682.712000,0.082192,C,0.151479,0.007364
2023-02-01,3347.920000,3682.712000,0.082192,P,319.835315,0.008785
2023-02-01,3347.920000,4017.504000,0.082192,C,0.000000,0.000000
2023-02-01,3347.920000,4017.504000,0.082192,P,653.102801,0.008960
2023-02-01,3347.920000,2678.336000,0.246575,C,702.417771,0.026943
2023-02-01,3347.920000,2678.336000,0.246575,P,0.001566,0.000580
2023-02-01,3347.920000,3013.128000,0.246575,C,373.503979,0.054837
2023-02-01,3347.920000,3013.128000,0.246575,P,1.777541,0.031747
2023-02-01,3347.920000,3347.920000,0.246575,C,101.887199,0.200041
2023-02-01,3347.920000,3347.920000,0.246575,P,60.850528,0.174650
2023-02-01,3347.920000,3682.712000,0.246575,C,7.979915,0.081061
2023-02-01,3347.920000,3682.712000,0.246575,P,297.633011,0.057654
2023-02-01,3347.920000,4017.504000,0.246575,C,0.137424,0.009390
2023-02-01,3347.920000,4017.504000,0.246575,P,620.480287,0.025190
2023-02-01,3347.920000,2678.336000,0.493151,C,734.963273,0.057062
2023-02-01,3347.920000,2678.336000,0.493151,P,0.117038,0.008065
2023-02-01,3347.920000,3013.128000,0.493151,C,415.459042,0.128579
2023-02-01,3347.920000,3013.128000,0.493151,P,7.250607,0.078204
2023-02-01,3347.920000,3347.920000,0.493151,C,157.480395,0.285327
2023-02-01,3347.920000,3347.920000,0.493151,P,75.909760,0.234229
2023-02-01,3347.920000,3682.712000,0.493151,C,33.454725,0.199995
2023-02-01,3347.920000,3682.712000,0.493151,P,278.521888,0.147369
2023-02-01,3347.920000,4017.504000,0.493151,C,3.775468,0.066227
2023-02-01,3347.920000,4017.504000,0.493151,P,575.480430,0.043561
2023-02-02,3365.250000,2692.200000,0.082192,C,684.095743,0.008629
2023-02-02,3365.250000,2692.200000,0.082192,P,0.000000,0.000000
2023-02-02,3365.250000,3028.725000,0.082192,C,348.966434,0.009265
2023-02-02,3365.250000,3028.725000,0.082192,P,0.015549,0.001936
2023-02-02,3365.250000,3365.250000,0.082192,C,52.699101,0.111947
2023-02-02,3365.250000,3365.250000,0.082192,P,38.893075,0.103836
2023-02-02,3365.250000,3701.775000,0.082192,C,0.123145,0.006538
2023-02-02,3365.250000,3701.775000,0.082192,P,321.461977,0.008416
2023-02-02,3365.250000,4038.300000,0.082192,C,0.000000,0.000000
2023-02-02,3365.250000,4038.300000,0.082192,P,656.483691,0.008629
2023-02-02,3365.250000,2692.200000,0.246575,C,706.052537,0.025925
2023-02-02,3365.250000,2692.200000,0.246575,P,0.000984,0.000400
2023-02-02,3365.250000,3028.725000,0.246575,C,375.210138,0.051422
2023-02-02,3365.250000,3028.725000,0.246575,P,1.560117,0.029371
2023-02-02,3365.250000,3365.250000,0.246575,C,100.753880,0.196307
2023-02-02,3365.250000,3365.250000,0.246575,P,59.505392,0.171846
2023-02-02,3365.250000,3701.775000,0.246575,C,7.350048,0.076982
2023-02-02,3365.250000,3701.775000,0.246575,P,298.503093,0.054721
2023-02-02,3365.250000,4038.300000,0.246575,C,0.109318,0.008215
2023-02-02,3365.250000,4038.300000,0.246575,P,623.663895,0.024462
2023-02-02,3365.250000,2692.200000,0.493151,C,738.740982,0.054455
2023-02-02,3365.250000,2692.200000,0.493151,P,0.092129,0.007018
2023-02-02,3365.250000,3028.725000,0.493151,C,416.925711,0.122181
2023-02-02,3365.250000,3028.725000,0.493151,P,6.605449,0.073928
2023-02-02,3365.250000,3365.250000,0.493151,C,156.012530,0.279561
2023-02-02,3365.250000,3365.250000,0.493151,P,74.020858,0.230322
2023-02-02,3365.250000,3701.775000,0.493151,C,31.870278,0.193597
2023-02-02,3365.250000,3701.775000,0.493151,P,278.207196,0.142965
2023-02-02,3365.250000,4038.300000,0.493151,C,3.345508,0.061510
2023-02-02,3365.250000,4038.300000,0.493151,P,578.011017,0.041843
2023-02-06,3400.370000,2720.296000,0.082192,C,691.235760,0.010110
2023-02-06,3400.370000,2720.296000,0.082192,P,0.000000,0.000000
2023-02-06,3400.370000,3060.333000,0.082192,C,352.634814,0.011608
2023-02-06,3400.370000,3060.333000,0.082192,P,0.041509,0.003377
2023-02-06,3400.370000,3400.370000,0.082192,C,56.754824,0.122330
2023-02-06,3400.370000,3400.370000,0.082192,P,42.803975,0.112833
2023-02-06,3400.370000,3740.407000,0.082192,C,0.251924,0.009990
2023-02-06,3400.370000,3740.407000,0.082192,P,324.943530,0.010128
2023-02-06,3400.370000,4080.444000,0.082192,C,0.000000,0.000000
2023-02-06,3400.370000,4080.444000,0.082192,P,663.334061,0.010110
2023-02-06,3400.370000,2720.296000,0.246575,C,713.425839,0.030479
2023-02-06,3400.370000,2720.296000,0.246575,P,0.003657,0.001112
2023-02-06,3400.370000,3060.333000,0.246575,C,380.029887,0.065757
2023-02-06,3400.370000,3060.333000,0.246575,P,2.478205,0.039165
2023-02-06,3400.370000,3400.370000,0.246575,C,107.769486,0.215498
2023-02-06,3400.370000,3400.370000,0.246575,P,66.088303,0.186874
2023-02-06,3400.370000,3740.407000,0.246575,C,9.961860,0.094195
2023-02-06,3400.370000,3740.407000,0.246575,P,304.151177,0.067071
2023-02-06,3400.370000,4080.444000,0.246575,C,0.242412,0.013169
2023-02-06,3400.370000,4080.444000,0.246575,P,630.302229,0.027737
2023-02-06,3400.370000,2720.296000,0.493151,C,746.573813,0.066152
2023-02-06,3400.370000,2720.296000,0.493151,P,0.211940,0.011438
2023-02-06,3400.370000,3060.333000,0.493151,C,423.889928,0.149319
2023-02-06,3400.370000,3060.333000,0.493151,P,9.283106,0.091798
2023-02-06,3400.370000,3400.370000,0.493151,C,165.848050,0.308526
2023-02-06,3400.370000,3400.370000,0.493151,P,82.996281,0.250957
2023-02-06,3400.370000,3740.407000,0.493151,C,38.620832,0.222388
2023-02-06,3400.370000,3740.407000,0.493151,P,287.524115,0.162901
2023-02-06,3400.370000,4080.444000,0.493151,C,5.149762,0.081013
2023-02-06,3400.370000,4080.444000,0.493151,P,585.808096,0.049753
2023-02-07,3404.810000,2723.848000,0.082192,C,692.138333,0.010121
2023-02-07,3404.810000,2723.848000,0.082192,P,0.000000,0.000000
2023-02-07,3404.810000,3064.329000,0.082192,C,353.095208,0.011619
2023-02-07,3404.810000,3064.329000,0.082192,P,0.041509,0.003379
2023-02-07,3404.810000,3404.810000,0.082192,C,56.823643,0.122476
2023-02-07,3404.810000,3404.810000,0.082192,P,42.854578,0.112968
2023-02-07,3404.810000,3745.291000,0.082192,C,0.252008,0.009998
2023-02-07,3404.810000,3745.291000,0.082192,P,325.367578,0.010138
2023-02-07,3404.810000,4085.772000,0.082192,C,0.000000,0.000000
2023-02-07,3404.810000,4085.772000,0.082192,P,664.200204,0.010121
2023-02-07,3404.810000,2723.848000,0.246575,C,714.357377,0.030512
2023-02-07,3404.810000,2723.848000,0.246575,P,0.003655,0.001112
2023-02-07,3404.810000,3064.329000,0.246575,C,380.524556,0.065821
2023-02-07,3404.810000,3064.329000,0.246575,P,2.479893,0.039201
2023-02-07,3404.810000,3404.810000,0.246575,C,107.901199,0.215753
2023-02-07,3404.810000,3404.810000,0.246575,P,66.165595,0.187099
2023-02-07,3404.810000,3745.291000,0.246575,C,9.970780,0.094292
2023-02-07,3404.810000,3745.291000,0.246575,P,304.544235,0.067141
2023-02-07,3404.810000,4085.772000,0.246575,C,0.242468,0.013178
2023-02-07,3404.810000,4085.772000,0.246575,P,631.124983,0.027768
2023-02-07,3404.810000,2723.848000,0.493151,C,747.548402,0.066220
2023-02-07,3404.810000,2723.848000,0.493151,P,0.211981,0.011446
2023-02-07,3404.810000,3064.329000,0.493151,C,424.439155,0.149474
2023-02-07,3404.810000,3064.329000,0.493151,P,9.290971,0.091891
2023-02-07,3404.810000,3404.810000,0.493151,C,166.052194,0.308890
2023-02-07,3404.810000,3404.810000,0.493151,P,83.092249,0.251257
2023-02-07,3404.810000,3745.291000,0.493151,C,38.661355,0.222638
2023-02-07,3404.810000,3745.291000,0.493151,P,287.889647,0.163086
2023-02-07,3404.810000,4085.772000,0.493151,C,5.153491,0.081089
2023-02-07,3404.810000,4085.772000,0.493151,P,586.570021,0.049806
2023-02-08,3417.010000,2733.608000,0.082192,C,694.618343,0.010087
2023-02-08,3417.010000,2733.608000,0.082192,P,0.000000,0.000000
2023-02-08,3417.010000,3075.309000,0.082192,C,354.358657,0.011538
2023-02-08,3417.010000,3075.309000,0.082192,P,0.039945,0.003311
2023-02-08,3417.010000,3417.010000,0.082192,C,56.857519,0.122468
2023-02-08,3417.010000,3417.010000,0.082192,P,42.838438,0.112991
2023-02-08,3417.010000,3758.711000,0.082192,C,0.245146,0.009851
2023-02-08,3417.010000,3758.711000,0.082192,P,326.525696,0.010087
2023-02-08,3417.010000,4100.412000,0.082192,C,0.000000,0.000000
2023-02-08,3417.010000,4100.412000,0.082192,P,666.580181,0.010087
2023-02-08,3417.010000,2733.608000,0.246575,C,716.916723,0.030404
2023-02-08,3417.010000,2733.608000,0.246575,P,0.003464,0.001077
2023-02-08,3417.010000,3075.309000,0.246575,C,381.838576,0.065356
2023-02-08,3417.010000,3075.309000,0.246575,P,2.439428,0.038859
2023-02-08,3417.010000,3417.010000,0.246575,C,107.998785,0.215694
2023-02-08,3417.010000,3417.010000,0.246575,P,66.113747,0.187133
2023-02-08,3417.010000,3758.711000,0.246575,C,9.875720,0.093820
2023-02-08,3417.010000,3758.711000,0.246575,P,305.504792,0.066801
2023-02-08,3417.010000,4100.412000,0.246575,C,0.235133,0.012959
2023-02-08,3417.010000,4100.412000,0.246575,P,633.378316,0.027723
2023-02-08,3417.010000,2733.608000,0.493151,C,750.219270,0.065874
2023-02-08,3417.010000,2733.608000,0.493151,P,0.205240,0.011247
2023-02-08,3417.010000,3075.309000,0.493151,C,425.823743,0.148726
2023-02-08,3417.010000,3075.309000,0.493151,P,9.188237,0.091375
2023-02-08,3417.010000,3417.010000,0.493151,C,166.248917,0.308731
2023-02-08,3417.010000,3417.010000,0.493151,P,82.991934,0.251284
2023-02-08,3417.010000,3758.711000,0.493151,C,38.482241,0.222134
2023-02-08,3417.010000,3758.711000,0.493151,P,288.603781,0.162784
