date,S,K,r,sigma,T,type,q
2023-01-23,3349.95,3684.945,0.05,0.2276629475693625,0.2465753424657534,P,0.0
2023-01-23,3349.95,4019.94,0.05,0.2276629475693625,0.2465753424657534,C,0.0
2023-01-23,3349.95,4019.94,0.05,0.2276629475693625,0.2465753424657534,P,0.0
2023-01-23,3349.95,2679.96,0.05,0.2276629475693625,0.4931506849315068,C,0.0
2023-01-23,3349.95,2679.96,0.05,0.2276629475693625,0.4931506849315068,P,0.0
2023-01-23,3349.95,3014.955,0.05,0.2276629475693625,0.4931506849315068,C,0.0
2023-01-23,3349.95,3014.955,0.05,0.2276629475693625,0.4931506849315068,P,0.0
2023-01-23,3349.95,3349.95,0.05,0.2276629475693625,0.4931506849315068,C,0.0
2023-01-23,3349.95,3349.95,0.05,0.2276629475693625,0.4931506849315068,P,0.0
2023-01-23,3349.95,3684.945,0.05,0.2276629475693625,0.4931506849315068,C,0.0
2023-01-23,3349.95,3684.945,0.05,0.2276629475693625,0.4931506849315068,P,0.0
2023-01-23,3349.95,4019.94,0.05,0.2276629475693625,0.4931506849315068,C,0.0
2023-01-23,3349.95,4019.94,0.05,0.2276629475693625,0.4931506849315068,P,0.0
2023-01-24,3364.0,2691.2,0.05,0.22681901177446945,0.0821917808219178,C,0.0
2023-01-24,3364.0,2691.2,0.05,0.22681901177446945,0.0821917808219178,P,0.0
2023-01-24,3364.0,3027.6,0.05,0.22681901177446945,0.0821917808219178,C,0.0
2023-01-24,3364.0,3027.6,0.05,0.22681901177446945,0.0821917808219178,P,0.0
2023-01-24,3364.0,3364.0,0.05,0.22681901177446945,0.0821917808219178,C,0.0
2023-01-24,3364.0,3364.0,0.05,0.22681901177446945,0.0821917808219178,P,0.0
2023-01-24,3364.0,3700.4,0.05,0.22681901177446945,0.0821917808219178,C,0.0
2023-01-24,3364.0,3700.4,0.05,0.22681901177446945,0.0821917808219178,P,0.0
2023-01-24,3364.0,4036.8,0.05,0.22681901177446945,0.0821917808219178,C,0.0
2023-01-24,3364.0,4036.8,0.05,0.22681901177446945,0.0821917808219178,P,0.0
2023-01-24,3364.0,2691.2,0.05,0.22681901177446945,0.2465753424657534,C,0.0
2023-01-24,3364.0,2691.2,0.05,0.22681901177446945,0.2465753424657534,P,0.0
2023-01-24,3364.0,3027.6,0.05,0.22681901177446945,0.2465753424657534,C,0.0
2023-01-24,3364.0,3027.6,0.05,0.22681901177446945,0.2465753424657534,P,0.0
2023-01-24,3364.0,3364.0,0.05,0.22681901177446945,0.2465753424657534,C,0.0
2023-01-24,3364.0,3364.0,0.05,0.22681901177446945,0.2465753424657534,P,0.0
2023-01-24,3364.0,3700.4,0.05,0.22681901177446945,0.2465753424657534,C,0.0
2023-01-24,3364.0,3700.4,0.05,0.22681901177446945,0.2465753424657534,P,0.0
2023-01-24,3364.0,4036.8,0.05,0.22681901177446945,0.2465753424657534,C,0.0
2023-01-24,3364.0,4036.8,0.05,0.22681901177446945,0.2465753424657534,P,0.0
2023-01-24,3364.0,2691.2,0.05,0.22681901177446945,0.4931506849315068,C,0.0
2023-01-24,3364.0,2691.2,0.05,0.22681901177446945,0.4931506849315068,P,0.0
2023-01-24,3364.0,3027.6,0.05,0.22681901177446945,0.4931506849315068,C,0.0
2023-01-24,3364.0,3027.6,0.05,0.22681901177446945,0.4931506849315068,P,0.0
2023-01-24,3364.0,3364.0,0.05,0.22681901177446945,0.4931506849315068,C,0.0
2023-01-24,3364.0,3364.0,0.05,0.22681901177446945,0.4931506849315068,P,0.0
2023-01-24,3364.0,3700.4,0.05,0.22681901177446945,0.4931506849315068,C,0.0
2023-01-24,3364.0,3700.4,0.05,0.22681901177446945,0.4931506849315068,P,0.0
2023-01-24,3364.0,4036.8,0.05,0.22681901177446945,0.4931506849315068,C,0.0
2023-01-24,3364.0,4036.8,0.05,0.22681901177446945,0.4931506849315068,P,0.0
2023-01-25,3356.62,2685.296,0.05,0.15101591023256944,0.0821917808219178,C,0.0
2023-01-25,3356.62,2685.296,0.05,0.15101591023256944,0.0821917808219178,P,0.0
2023-01-25,3356.62,3020.958,0.05,0.15101591023256944,0.0821917808219178,C,0.0
2023-01-25,3356.62,3020.958,0.05,0.15101591023256944,0.0821917808219178,P,0.0
2023-01-25,3356.62,3356.62,0.05,0.15101591023256944,0.0821917808219178,C,0.0
2023-01-25,3356.62,3356.62,0.05,0.15101591023256944,0.0821917808219178,P,0.0
2023-01-25,3356.62,3692.282,0.05,0.15101591023256944,0.0821917808219178,C,0.0
2023-01-25,3356.62,3692.282,0.05,0.15101591023256944,0.0821917808219178,P,0.0
2023-01-25,3356.62,4027.944,0.05,0.15101591023256944,0.0821917808219178,C,0.0
2023-01-25,3356.62,4027.944,0.05,0.15101591023256944,0.0821917808219178,P,0.0
2023-01-25,3356.62,2685.296,0.05,0.15101591023256944,0.2465753424657534,C,0.0
2023-01-25,3356.62,2685.296,0.05,0.15101591023256944,0.2465753424657534,P,0.0
2023-01-25,3356.62,3020.958,0.05,0.15101591023256944,0.2465753424657534,C,0.0
2023-01-25,3356.62,3020.958,0.05,0.15101591023256944,0.2465753424657534,P,0.0
2023-01-25,3356.62,3356.62,0.05,0.15101591023256944,0.2465753424657534,C,0.0
2023-01-25,3356.62,3356.62,0.05,0.15101591023256944,0.2465753424657534,P,0.0
2023-01-25,3356.62,3692.282,0.05,0.15101591023256944,0.2465753424657534,C,0.0
2023-01-25,3356.62,3692.282,0.05,0.15101591023256944,0.2465753424657534,P,0.0
2023-01-25,3356.62,4027.944,0.05,0.15101591023256944,0.2465753424657534,C,0.0
2023-01-25,3356.62,4027.944,0.05,0.15101591023256944,0.2465753424657534,P,0.0
2023-01-25,3356.62,2685.296,0.05,0.15101591023256944,0.4931506849315068,C,0.0
2023-01-25,3356.62,2685.296,0.05,0.15101591023256944,0.4931506849315068,P,0.0
2023-01-25,3356.62,3020.958,0.05,0.15101591023256944,0.4931506849315068,C,0.0
2023-01-25,3356.62,3020.958,0.05,0.15101591023256944,0.4931506849315068,P,0.0
2023-01-25,3356.62,3356.62,0.05,0.15101591023256944,0.4931506849315068,C,0.0
2023-01-25,3356.62,3356.62,0.05,0.15101591023256944,0.4931506849315068,P,0.0
2023-01-25,3356.62,3692.282,0.05,0.15101591023256944,0.4931506849315068,C,0.0
2023-01-25,3356.62,3692.282,0.05,0.15101591023256944,0.4931506849315068,P,0.0
2023-01-25,3356.62,4027.944,0.05,0.15101591023256944,0.4931506849315068,C,0.0
2023-01-25,3356.62,4027.944,0.05,0.15101591023256944,0.4931506849315068,P,0.0
2023-01-26,3357.39,2685.912,0.05,0.06416502163199338,0.0821917808219178,C,0.0
2023-01-26,3357.39,2685.912,0.05,0.06416502163199338,0.0821917808219178,P,0.0
2023-01-26,3357.39,3021.651,0.05,0.06416502163199338,0.0821917808219178,C,0.0
2023-01-26,3357.39,3021.651,0.05,0.06416502163199338,0.0821917808219178,P,0.0
2023-01-26,3357.39,3357.39,0.05,0.06416502163199338,0.0821917808219178,C,0.0
2023-01-26,3357.39,3357.39,0.05,0.06416502163199338,0.0821917808219178,P,0.0
2023-01-26,3357.39,3693.129,0.05,0.06416502163199338,0.0821917808219178,C,0.0
2023-01-26,3357.39,3693.129,0.05,0.06416502163199338,0.0821917808219178,P,0.0
2023-01-26,3357.39,4028.868,0.05,0.06416502163199338,0.0821917808219178,C,0.0
2023-01-26,3357.39,4028.868,0.05,0.06416502163199338,0.0821917808219178,P,0.0
2023-01-26,3357.39,2685.912,0.05,0.06416502163199338,0.2465753424657534,C,0.0
2023-01-26,3357.39,2685.912,0.05,0.06416502163199338,0.2465753424657534,P,0.0
2023-01-26,3357.39,3021.651,0.05,0.06416502163199338,0.2465753424657534,C,0.0
2023-01-26,3357.39,3021.651,0.05,0.06416502163199338,0.2465753424657534,P,0.0
2023-01-26,3357.39,3357.39,0.05,0.06416502163199338,0.2465753424657534,C,0.0
2023-01-26,3357.39,3357.39,0.05,0.06416502163199338,0.2465753424657534,P,0.0
2023-01-26,3357.39,3693.129,0.05,0.06416502163199338,0.2465753424657534,C,0.0
2023-01-26,3357.39,3693.129,0.05,0.06416502163199338,0.2465753424657534,P,0.0
2023-01-26,3357.39,4028.868,0.05,0.06416502163199338,0.2465753424657534,C,0.0
2023-01-26,3357.39,4028.868,0.05,0.06416502163199338,0.2465753424657534,P,0.0
2023-01-26,3357.39,2685.912,0.05,0.06416502163199338,0.4931506849315068,C,0.0
2023-01-26,3357.39,2685.912,0.05,0.06416502163199338,0.4931506849315068,P,0.0
2023-01-26,3357.39,3021.651,0.05,0.06416502163199338,0.4931506849315068,C,0.0
2023-01-26,3357.39,3021.651,0.05,0.06416502163199338,0.4931506849315068,P,0.0
2023-01-26,3357.39,3357.39,0.05,0.06416502163199338,0.4931506849315068,C,0.0
2023-01-26,3357.39,3357.39,0.05,0.06416502163199338,0.4931506849315068,P,0.0
2023-01-26,3357.39,3693.129,0.05,0.06416502163199338,0.4931506849315068,C,0.0
2023-01-26,3357.39,3693.129,0.05,0.06416502163199338,0.4931506849315068,P,0.0
2023-01-26,3357.39,4028.868,0.05,0.06416502163199338,0.4931506849315068,C,0.0
2023-01-26,3357.39,4028.868,0.05,0.06416502163199338,0.4931506849315068,P,0.0
2023-01-30,3303.46,2642.768,0.05,0.10620248205729416,0.0821917808219178,C,0.0
2023-01-30,3303.46,2642.768,0.05,0.10620248205729416,0.0821917808219178,P,0.0
2023-01-30,3303.46,2973.114,0.05,0.10620248205729416,0.0821917808219178,C,0.0
2023-01-30,3303.46,2973.114,0.05,0.10620248205729416,0.0821917808219178,P,0.0
2023-01-30,3303.46,3303.46,0.05,0.10620248205729416,0.0821917808219178,C,0.0
2023-01-30,3303.46,3303.46,0.05,0.10620248205729416,0.0821917808219178,P,0.0
2023-01-30,3303.46,3633.806,0.05,0.10620248205729416,0.0821917808219178,C,0.0
2023-01-30,3303.46,3633.806,0.05,0.10620248205729416,0.0821917808219178,P,0.0
2023-01-30,3303.46,3964.152,0.05,0.10620248205729416,0.0821917808219178,C,0.0
2023-01-30,3303.46,3964.152,0.05,0.10620248205729416,0.0821917808219178,P,0.0
2023-01-30,3303.46,2642.768,0.05,0.10620248205729416,0.2465753424657534,C,0.0
2023-01-30,3303.46,2642.768,0.05,0.10620248205729416,0.2465753424657534,P,0.0
2023-01-30,3303.46,2973.114,0.05,0.10620248205729416,0.2465753424657534,C,0.0
2023-01-30,3303.46,2973.114,0.05,0.10620248205729416,0.2465753424657534,P,0.0
2023-01-30,3303.46,3303.46,0.05,0.10620248205729416,0.2465753424657534,C,0.0
2023-01-30,3303.46,3303.46,0.05,0.10620248205729416,0.2465753424657534,P,0.0
2023-01-30,3303.46,3633.806,0.05,0.10620248205729416,0.2465753424657534,C,0.0
2023-01-30,3303.46,3633.806,0.05,0.10620248205729416,0.2465753424657534,P,0.0
2023-01-30,3303.46,3964.152,0.05,0.10620248205729416,0.2465753424657534,C,0.0
2023-01-30,3303.46,3964.152,0.05,0.10620248205729416,0.2465753424657534,P,0.0
2023-01-30,3303.46,2642.768,0.05,0.10620248205729416,0.4931506849315068,C,0.0
2023-01-30,3303.46,2642.768,0.05,0.10620248205729416,0.4931506849315068,P,0.0
2023-01-30,3303.46,2973.114,0.05,0.10620248205729416,0.4931506849315068,C,0.0
2023-01-30,3303.46,2973.114,0.05,0.10620248205729416,0.4931506849315068,P,0.0
2023-01-30,3303.46,3303.46,0.05,0.10620248205729416,0.4931506849315068,C,0.0
2023-01-30,3303.46,3303.46,0.05,0.10620248205729416,0.4931506849315068,P,0.0
2023-01-30,3303.46,3633.806,0.05,0.10620248205729416,0.4931506849315068,C,0.0
2023-01-30,3303.46,3633.806,0.05,0.10620248205729416,0.4931506849315068,P,0.0
2023-01-30,3303.46,3964.152,0.05,0.10620248205729416,0.4931506849315068,C,0.0
2023-01-30,3303.46,3964.152,0.05,0.10620248205729416,0.4931506849315068,P,0.0
2023-01-31,3303.27,2642.616,0.05,0.1030887107096578,0.0821917808219178,C,0.0
2023-01-31,3303.27,2642.616,0.05,0.1030887107096578,0.0821917808219178,P,0.0
2023-01-31,3303.27,2972.943,0.05,0.1030887107096578,0.0821917808219178,C,0.0
2023-01-31,3303.27,2972.943,0.05,0.1030887107096578,0.0821917808219178,P,0.0
2023-01-31,3303.27,3303.27,0.05,0.1030887107096578,0.0821917808219178,C,0.0
2023-01-31,3303.27,3303.27,0.05,0.1030887107096578,0.0821917808219178,P,0.0
2023-01-31,3303.27,3633.597,0.05,0.1030887107096578,0.0821917808219178,C,0.0
2023-01-31,3303.27,3633.597,0.05,0.1030887107096578,0.0821917808219178,P,0.0
2023-01-31,3303.27,3963.924,0.05,0.1030887107096578,0.0821917808219178,C,0.0
2023-01-31,3303.27,3963.924,0.05,0.1030887107096578,0.0821917808219178,P,0.0
2023-01-31,3303.27,2642.616,0.05,0.1030887107096578,0.2465753424657534,C,0.0
2023-01-31,3303.27,2642.616,0.05,0.1030887107096578,0.2465753424657534,P,0.0
2023-01-31,3303.27,2972.943,0.05,0.1030887107096578,0.2465753424657534,C,0.0
2023-01-31,3303.27,2972.943,0.05,0.1030887107096578,0.2465753424657534,P,0.0
2023-01-31,3303.27,3303.27,0.05,0.1030887107096578,0.2465753424657534,C,0.0
2023-01-31,3303.27,3303.27,0.05,0.1030887107096578,0.2465753424657534,P,0.0
2023-01-31,3303.27,3633.597,0.05,0.1030887107096578,0.2465753424657534,C,0.0
2023-01-31,3303.27,3633.597,0.05,0.1030887107096578,0.2465753424657534,P,0.0
2023-01-31,3303.27,3963.924,0.05,0.1030887107096578,0.2465753424657534,C,0.0
2023-01-31,3303.27,3963.924,0.05,0.1030887107096578,0.2465753424657534,P,0.0
2023-01-31,3303.27,2642.616,0.05,0.1030887107096578,0.4931506849315068,C,0.0
2023-01-31,3303.27,2642.616,0.05,0.1030887107096578,0.4931506849315068,P,0.0
2023-01-31,3303.27,2972.943,0.05,0.1030887107096578,0.4931506849315068,C,0.0
2023-01-31,3303.27,2972.943,0.05,0.1030887107096578,0.4931506849315068,P,0.0
2023-01-31,3303.27,3303.27,0.05,0.1030887107096578,0.4931506849315068,C,0.0
2023-01-31,3303.27,3303.27,0.05,0.1030887107096578,0.4931506849315068,P,0.0
2023-01-31,3303.27,3633.597,0.05,0.1030887107096578,0.4931506849315068,C,0.0
2023-01-31,3303.27,3633.597,0.05,0.1030887107096578,0.4931506849315068,P,0.0
2023-01-31,3303.27,3963.924,0.05,0.1030887107096578,0.4931506849315068,C,0.0
2023-01-31,3303.27,3963.924,0.05,0.1030887107096578,0.4931506849315068,P,0.0
2023-02-01,3347.92,2678.336,0.05,0.12076309774590512,0.0821917808219178,C,0.0
2023-02-01,3347.92,2678.336,0.05,0.12076309774590512,0.0821917808219178,P,0.0
2023-02-01,3347.92,3013.128,0.05,0.12076309774590512,0.0821917808219178,C,0.0
2023-02-01,3347.92,3013.128,0.05,0.12076309774590512,0.0821917808219178,P,0.0
2023-02-01,3347.92,3347.92,0.05,0.12076309774590512,0.0821917808219178,C,0.0
2023-02-01,3347.92,3347.92,0.05,0.12076309774590512,0.0821917808219178,P,0.0
2023-02-01,3347.92,3682.712,0.05,0.12076309774590512,0.0821917808219178,C,0.0
2023-02-01,3347.92,3682.712,0.05,0.12076309774590512,0.0821917808219178,P,0.0
2023-02-01,3347.92,4017.504,0.05,0.12076309774590512,0.0821917808219178,C,0.0
2023-02-01,3347.92,4017.504,0.05,0.12076309774590512,0.0821917808219178,P,0.0
2023-02-01,3347.92,2678.336,0.05,0.12076309774590512,0.2465753424657534,C,0.0
2023-02-01,3347.92,2678.336,0.05,0.12076309774590512,0.2465753424657534,P,0.0
2023-02-01,3347.92,3013.128,0.05,0.12076309774590512,0.2465753424657534,C,0.0
2023-02-01,3347.92,3013.128,0.05,0.12076309774590512,0.2465753424657534,P,0.0
2023-02-01,3347.92,3347.92,0.05,0.12076309774590512,0.2465753424657534,C,0.0
2023-02-01,3347.92,3347.92,0.05,0.12076309774590512,0.2465753424657534,P,0.0
2023-02-01,3347.92,3682.712,0.05,0.12076309774590512,0.2465753424657534,C,0.0
2023-02-01,3347.92,3682.712,0.05,0.12076309774590512,0.2465753424657534,P,0.0
2023-02-01,3347.92,4017.504,0.05,0.12076309774590512,0.2465753424657534,C,0.0
2023-02-01,3347.92,4017.504,0.05,0.12076309774590512,0.2465753424657534,P,0.0
2023-02-01,3347.92,2678.336,0.05,0.12076309774590512,0.4931506849315068,C,0.0
2023-02-01,3347.92,2678.336,0.05,0.12076309774590512,0.4931506849315068,P,0.0
2023-02-01,3347.92,3013.128,0.05,0.12076309774590512,0.4931506849315068,C,0.0
2023-02-01,3347.92,3013.128,0.05,0.12076309774590512,0.4931506849315068,P,0.0
2023-02-01,3347.92,3347.92,0.05,0.12076309774590512,0.4931506849315068,C,0.0
2023-02-01,3347.92,3347.92,0.05,0.12076309774590512,0.4931506849315068,P,0.0
2023-02-01,3347.92,3682.712,0.05,0.12076309774590512,0.4931506849315068,C,0.0
2023-02-01,3347.92,3682.712,0.05,0.12076309774590512,0.4931506849315068,P,0.0
2023-02-01,3347.92,4017.504,0.05,0.12076309774590512,0.4931506849315068,C,0.0
2023-02-01,3347.92,4017.504,0.05,0.12076309774590512,0.4931506849315068,P,0.0
2023-02-02,3365.25,2692.2,0.05,0.1182048328839741,0.0821917808219178,C,0.0
2023-02-02,3365.25,2692.2,0.05,0.1182048328839741,0.0821917808219178,P,0.0
2023-02-02,3365.25,3028.725,0.05,0.1182048328839741,0.0821917808219178,C,0.0
2023-02-02,3365.25,3028.725,0.05,0.1182048328839741,0.0821917808219178,P,0.0
2023-02-02,3365.25,3365.25,0.05,0.1182048328839741,0.0821917808219178,C,0.0
2023-02-02,3365.25,3365.25,0.05,0.1182048328839741,0.0821917808219178,P,0.0
2023-02-02,3365.25,3701.775,0.05,0.1182048328839741,0.0821917808219178,C,0.0
2023-02-02,3365.25,3701.775,0.05,0.1182048328839741,0.0821917808219178,P,0.0
2023-02-02,3365.25,4038.3,0.05,0.1182048328839741,0.0821917808219178,C,0.0
2023-02-02,3365.25,4038.3,0.05,0.1182048328839741,0.0821917808219178,P,0.0
2023-02-02,3365.25,2692.2,0.05,0.1182048328839741,0.2465753424657534,C,0.0
2023-02-02,3365.25,2692.2,0.05,0.1182048328839741,0.2465753424657534,P,0.0
2023-02-02,3365.25,3028.725,0.05,0.1182048328839741,0.2465753424657534,C,0.0
2023-02-02,3365.25,3028.725,0.05,0.1182048328839741,0.2465753424657534,P,0.0
2023-02-02,3365.25,3365.25,0.05,0.1182048328839741,0.2465753424657534,C,0.0
2023-02-02,3365.25,3365.25,0.05,0.1182048328839741,0.2465753424657534,P,0.0
2023-02-02,3365.25,3701.775,0.05,0.1182048328839741,0.2465753424657534,C,0.0
2023-02-02,3365.25,3701.775,0.05,0.1182048328839741,0.2465753424657534,P,0.0
2023-02-02,3365.25,4038.3,0.05,0.1182048328839741,0.2465753424657534,C,0.0
2023-02-02,3365.25,4038.3,0.05,0.1182048328839741,0.2465753424657534,P,0.0
2023-02-02,3365.25,2692.2,0.05,0.1182048328839741,0.4931506849315068,C,0.0
2023-02-02,3365.25,2692.2,0.05,0.1182048328839741,0.4931506849315068,P,0.0
2023-02-02,3365.25,3028.725,0.05,0.1182048328839741,0.4931506849315068,C,0.0
2023-02-02,3365.25,3028.725,0.05,0.1182048328839741,0.4931506849315068,P,0.0
2023-02-02,3365.25,3365.25,0.05,0.1182048328839741,0.4931506849315068,C,0.0
2023-02-02,3365.25,3365.25,0.05,0.1182048328839741,0.4931506849315068,P,0.0
2023-02-02,3365.25,3701.775,0.05,0.1182048328839741,0.4931506849315068,C,0.0
2023-02-02,3365.25,3701.775,0.05,0.1182048328839741,0.4931506849315068,P,0.0
2023-02-02,3365.25,4038.3,0.05,0.1182048328839741,0.4931506849315068,C,0.0
2023-02-02,3365.25,4038.3,0.05,0.1182048328839741,0.4931506849315068,P,0.0
2023-02-06,3400.37,2720.296,0.05,0.1272866851331338,0.0821917808219178,C,0.0
2023-02-06,3400.37,2720.296,0.05,0.1272866851331338,0.0821917808219178,P,0.0
2023-02-06,3400.37,3060.333,0.05,0.1272866851331338,0.0821917808219178,C,0.0
2023-02-06,3400.37,3060.333,0.05,0.1272866851331338,0.0821917808219178,P,0.0
2023-02-06,3400.37,3400.37,0.05,0.1272866851331338,0.0821917808219178,C,0.0
2023-02-06,3400.37,3400.37,0.05,0.1272866851331338,0.0821917808219178,P,0.0
2023-02-06,3400.37,3740.407,0.05,0.1272866851331338,0.0821917808219178,C,0.0
2023-02-06,3400.37,3740.407,0.05,0.1272866851331338,0.0821917808219178,P,0.0
2023-02-06,3400.37,4080.444,0.05,0.1272866851331338,0.0821917808219178,C,0.0
2023-02-06,3400.37,4080.444,0.05,0.1272866851331338,0.0821917808219178,P,0.0
